,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,Action,Adventure,Comedy,Family,Crime,Thriller,Sport,Animation,Horror,Fantasy,Romance,Sci-Fi,Documentary,History,Music,Mystery,Drama,War,Biography,Musical,Profit
769,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"['Action', 'Comedy', 'Family']",17,"Jul 30, 2010",Cats & Dogs: The Revenge of Kitty Galore,85000000.0,43585753.0,113026383.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28026383.0
770,tt1288558,Evil Dead,Evil Dead,2013,91.0,"['Fantasy', 'Horror', 'Thriller']",77,"Apr 5, 2013",Evil Dead,17000000.0,54239856.0,97778356.0,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,80778356.0
771,tt1289401,Ghostbusters,Ghostbusters,2016,116.0,"['Action', 'Comedy', 'Fantasy']",4,"Jul 15, 2016",Ghostbusters,144000000.0,128350574.0,229008658.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,85008658.0
772,tt1289401,Ghostbusters,Ghostbusters,2016,116.0,"['Action', 'Comedy', 'Fantasy']",36,"Jun 8, 1984",Ghostbusters,30000000.0,242212467.0,295212467.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,265212467.0
773,tt1289419,N-Secure,N-Secure,2010,105.0,"['Crime', 'Drama', 'Thriller']",54,"Oct 15, 2010",N-Secure,1600000.0,2595644.0,2595644.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,995644.0
774,tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101.0,"['Action', 'Adventure', 'Comedy']",68,"Aug 8, 2014",Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,360004754.0
775,tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101.0,"['Action', 'Adventure', 'Comedy']",33,"Mar 30, 1990",Teenage Mutant Ninja Turtles,13500000.0,135265915.0,202000000.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,188500000.0
776,tt1291584,Warrior,Warrior,2011,140.0,"['Drama', 'Sport']",74,"Sep 9, 2011",Warrior,25000000.0,13657115.0,24215385.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-784615.0
777,tt4163390,Warrior,Warrior,2015,,['Drama'],74,"Sep 9, 2011",Warrior,25000000.0,13657115.0,24215385.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-784615.0
778,tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,107.0,"['Action', 'Adventure', 'Thriller']",15,"Jan 20, 2017",xXx: Return of Xander Cage,85000000.0,44898413.0,345033359.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,260033359.0
779,tt1294226,The Last Song,The Last Song,2010,107.0,"['Drama', 'Music', 'Romance']",15,"Mar 31, 2010",The Last Song,20000000.0,62950384.0,92678948.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,72678948.0
780,tt1296373,The FP,The FP,2011,82.0,['Comedy'],12,"Mar 16, 2012",The FP,60000.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-60000.0
781,tt1298530,Animals,Animals,2012,94.0,"['Drama', 'Fantasy']",34,"Dec 31, 2008",Animals,5500000.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-5500000.0
782,tt2271167,Animals,Animals,2012,,['Drama'],34,"Dec 31, 2008",Animals,5500000.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-5500000.0
783,tt3297554,Animals,Animals,2014,90.0,['Drama'],34,"Dec 31, 2008",Animals,5500000.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-5500000.0
784,tt4426738,Animals,Animals,2019,109.0,"['Comedy', 'Drama']",34,"Dec 31, 2008",Animals,5500000.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-5500000.0
785,tt1298649,The Watch,The Watch,2012,102.0,"['Action', 'Comedy', 'Horror']",27,"Jul 27, 2012",The Watch,55000000.0,34353000.0,67130045.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12130045.0
786,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"['Action', 'Adventure', 'Fantasy']",2,"May 20, 2011",Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,635063875.0
787,tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"['Action', 'Adventure', 'Sci-Fi']",48,"May 3, 2013",Iron Man 3,200000000.0,408992272.0,1215392272.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1015392272.0
788,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"['Action', 'Adventure', 'Animation']",74,"May 26, 2011",Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,514837547.0
789,tt1302067,Yogi Bear,Yogi Bear,2010,80.0,"['Adventure', 'Animation', 'Comedy']",62,"Dec 17, 2010",Yogi Bear,80000000.0,100246011.0,204774690.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,124774690.0
790,tt1303803,Standing Ovation,Standing Ovation,2010,105.0,['Musical'],11,"Jul 16, 2010",Standing Ovation,5600000.0,531806.0,531806.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-5068194.0
791,tt1305583,Our Family Wedding,Our Family Wedding,2010,103.0,"['Comedy', 'Romance']",95,"Mar 12, 2010",Our Family Wedding,14000000.0,20255281.0,21410546.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7410546.0
792,tt1305591,Mars Needs Moms,Mars Needs Moms,2011,88.0,"['Adventure', 'Animation', 'Family']",94,"Mar 11, 2011",Mars Needs Moms,150000000.0,21392758.0,39549758.0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-110450242.0
793,tt1306980,50/50,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",73,"Sep 30, 2011",50/50,8000000.0,35016118.0,41334735.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,33334735.0
794,tt1734060,50/50,50/50,2010,77.0,['Documentary'],73,"Sep 30, 2011",50/50,8000000.0,35016118.0,41334735.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,33334735.0
795,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"['Adventure', 'Comedy', 'Drama']",48,"Jun 22, 2012",Seeking a Friend for the End of the World,10000000.0,7078738.0,11766959.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1766959.0
796,tt1308729,Bullet to the Head,Bullet to the Head,2012,92.0,"['Action', 'Crime', 'Thriller']",42,"Feb 1, 2013",Bullet to the Head,55000000.0,9489829.0,22597969.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-32402031.0
797,tt1313092,Animal Kingdom,Animal Kingdom,2010,113.0,"['Crime', 'Drama']",71,"Aug 13, 2010",Animal Kingdom,4200000.0,1044039.0,8078683.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3878683.0
798,tt7016298,Animal Kingdom,Animal Kingdom,2017,121.0,"['Drama', 'Fantasy', 'Horror']",71,"Aug 13, 2010",Animal Kingdom,4200000.0,1044039.0,8078683.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,3878683.0
799,tt1314190,3 Backyards,3 Backyards,2010,88.0,['Drama'],51,"Mar 11, 2011",3 Backyards,300000.0,39475.0,39475.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-260525.0
800,tt1314655,Devil,Devil,2010,80.0,"['Horror', 'Mystery', 'Thriller']",71,"Sep 17, 2010",Devil,10000000.0,33679655.0,63354114.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,53354114.0
801,tt7442358,Devil,Akuma,2018,89.0,['Drama'],71,"Sep 17, 2010",Devil,10000000.0,33679655.0,63354114.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,53354114.0
802,tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"['Biography', 'Drama', 'War']",21,"May 6, 2011",There Be Dragons,36000000.0,1069334.0,4020990.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,-31979010.0
803,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"['Action', 'Drama', 'Sci-Fi']",31,"Aug 5, 2011",Rise of the Planet of the Apes,93000000.0,176760185.0,470986200.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,377986200.0
804,tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010,100.0,"['Comedy', 'Drama', 'Fantasy']",36,"Oct 8, 2010",It's a Wonderful Afterlife,10000000.0,0.0,1642939.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-8357061.0
805,tt1320244,The Last Exorcism,The Last Exorcism,2010,87.0,"['Drama', 'Horror', 'Thriller']",15,"Aug 27, 2010",The Last Exorcism,1800000.0,41034350.0,70165900.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,68365900.0
806,tt1320253,The Expendables,The Expendables,2010,103.0,"['Action', 'Adventure', 'Thriller']",34,"Aug 13, 2010",The Expendables,82000000.0,103068524.0,268268174.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,186268174.0
807,tt1320261,Gulliver's Travels,Gulliver's Travels,2010,85.0,"['Adventure', 'Comedy', 'Family']",13,"Dec 25, 2010",Gulliver's Travels,112000000.0,42779261.0,232017848.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120017848.0
808,tt1320291,The Reef,The Reef,2010,94.0,"['Adventure', 'Drama', 'Horror']",33,"Dec 31, 2010",The Reef,10000000.0,0.0,15037867.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5037867.0
809,tt1321509,Death at a Funeral,Death at a Funeral,2010,92.0,['Comedy'],64,"Apr 16, 2010",Death at a Funeral,21000000.0,42739347.0,48977233.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27977233.0
810,tt1321509,Death at a Funeral,Death at a Funeral,2010,92.0,['Comedy'],53,"Aug 17, 2007",Death at a Funeral,20000000.0,8580428.0,46790428.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26790428.0
811,tt1321511,Oldboy,Oldboy,2013,104.0,"['Action', 'Drama', 'Mystery']",32,"Mar 25, 2005",Oldboy,3000000.0,707391.0,6239723.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3239723.0
812,tt1321860,The Beaver,The Beaver,2011,91.0,['Drama'],79,"May 6, 2011",The Beaver,21000000.0,970816.0,5046038.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-15953962.0
813,tt1321869,The Lovers,The Lovers,2013,109.0,"['Action', 'Adventure', 'Romance']",56,"Mar 13, 2015",The Lovers,35000000.0,0.0,53899.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-34946101.0
814,tt5770620,The Lovers,The Lovers,2017,97.0,"['Comedy', 'Drama', 'Romance']",56,"Mar 13, 2015",The Lovers,35000000.0,0.0,53899.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-34946101.0
815,tt1321870,Gangster Squad,Gangster Squad,2013,113.0,"['Action', 'Crime', 'Drama']",4,"Jan 11, 2013",Gangster Squad,60000000.0,46000903.0,104100903.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,44100903.0
816,tt1322269,August: Osage County,August: Osage County,2013,121.0,"['Comedy', 'Drama']",15,"Dec 25, 2013",August: Osage County,25000000.0,37738810.0,50738810.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,25738810.0
817,tt1322312,Going the Distance,Going the Distance,2010,102.0,"['Comedy', 'Romance']",11,"Sep 3, 2010",Going the Distance,32000000.0,17804299.0,43603990.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11603990.0
818,tt5127484,Going the Distance,Going the Distance,2015,65.0,['Comedy'],11,"Sep 3, 2010",Going the Distance,32000000.0,17804299.0,43603990.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11603990.0
819,tt6135412,Going the Distance,Kazoku e,2016,117.0,,11,"Sep 3, 2010",Going the Distance,32000000.0,17804299.0,43603990.0,,,,,,,,,,,,,,,,,,,,,11603990.0
820,tt1323045,Frozen,Frozen,2010,93.0,"['Adventure', 'Drama', 'Sport']",56,"Nov 22, 2013",Frozen,150000000.0,400738009.0,1272469910.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1122469910.0
821,tt1611845,Frozen,Wai nei chung ching,2010,92.0,"['Fantasy', 'Romance']",56,"Nov 22, 2013",Frozen,150000000.0,400738009.0,1272469910.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1122469910.0
822,tt2294629,Frozen,Frozen,2013,102.0,"['Adventure', 'Animation', 'Comedy']",56,"Nov 22, 2013",Frozen,150000000.0,400738009.0,1272469910.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1122469910.0
823,tt1323594,Despicable Me,Despicable Me,2010,95.0,"['Animation', 'Comedy', 'Family']",50,"Jul 9, 2010",Despicable Me,69000000.0,251513985.0,543464573.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,474464573.0
824,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,124.0,"['Adventure', 'Drama', 'Fantasy']",53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000.0,300531751.0,706102828.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,638102828.0
825,tt1327194,The Lucky One,The Lucky One,2012,101.0,"['Drama', 'Romance']",87,"Apr 20, 2012",The Lucky One,25000000.0,60457138.0,96633833.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,71633833.0
826,tt1327601,Something Wicked,Something Wicked,2014,95.0,"['Drama', 'Horror', 'Mystery']",68,"Mar 17, 2015",Something Wicked,3000000.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,-3000000.0
827,tt9741478,Something Wicked,Something Wicked,2017,,['Thriller'],68,"Mar 17, 2015",Something Wicked,3000000.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3000000.0
828,tt1327709,Cyrus,Cyrus,2010,87.0,"['Crime', 'Horror', 'Mystery']",27,"Jun 18, 2010",Cyrus,7000000.0,7468936.0,10062896.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3062896.0
829,tt1336617,Cyrus,Cyrus,2010,91.0,"['Comedy', 'Drama', 'Romance']",27,"Jun 18, 2010",Cyrus,7000000.0,7468936.0,10062896.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3062896.0
830,tt1327773,Lee Daniels' The Butler,The Butler,2013,132.0,"['Biography', 'Drama']",45,"Aug 16, 2013",Lee Daniels' The Butler,30000000.0,116632095.0,177025498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,147025498.0
831,tt1328873,Death Calls,Death Calls,2010,90.0,"['Action', 'Adventure', 'Mystery']",67,"Dec 31, 2010",Death Calls,290000.0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-290000.0
832,tt1331294,The Apostle,O Apóstolo,2012,80.0,"['Animation', 'Horror']",86,"Dec 17, 1997",The Apostle,5000000.0,20733485.0,21277770.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,16277770.0
833,tt3493128,The Apostle,L'apôtre,2014,117.0,['Drama'],86,"Dec 17, 1997",The Apostle,5000000.0,20733485.0,21277770.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16277770.0
834,tt5351028,The Apostle,The Apostle,2016,,['Animation'],86,"Dec 17, 1997",The Apostle,5000000.0,20733485.0,21277770.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,16277770.0
835,tt1333125,Movie 43,Movie 43,2013,94.0,['Comedy'],39,"Jan 25, 2013",Movie 43,10000000.0,8840453.0,31164747.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21164747.0
836,tt1334260,Never Let Me Go,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",29,"Sep 15, 2010",Never Let Me Go,15000000.0,2434652.0,11173718.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,-3826282.0
837,tt9776362,Never Let Me Go,Never Let Me Go,2019,,['Drama'],29,"Sep 15, 2010",Never Let Me Go,15000000.0,2434652.0,11173718.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-3826282.0
838,tt1334512,Arthur,Arthur,2011,110.0,"['Comedy', 'Romance']",67,"Apr 8, 2011",Arthur,40000000.0,33035397.0,47787943.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7787943.0
839,tt1334515,Bad Company,Bad Company,2010,87.0,['Thriller'],34,"Jun 7, 2002",Bad Company,70000000.0,30157016.0,69157016.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-842984.0
840,tt3111306,Bad Company,Bad Company,2018,90.0,['Action'],34,"Jun 7, 2002",Bad Company,70000000.0,30157016.0,69157016.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-842984.0
841,tt1334553,The Perfect Host,The Perfect Host,2010,93.0,"['Comedy', 'Crime', 'Thriller']",84,"Jul 1, 2011",The Perfect Host,1000000.0,48764.0,51587.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-948413.0
842,tt6026954,The Perfect Host,The Perfect Host,2016,,['Fantasy'],84,"Jul 1, 2011",The Perfect Host,1000000.0,48764.0,51587.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-948413.0
843,tt1335975,47 Ronin,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",12,"Dec 25, 2013",47 Ronin,175000000.0,38362475.0,151716815.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-23283185.0
844,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"['Comedy', 'Drama', 'Musical']",29,"Jun 15, 2012",Rock of Ages,70000000.0,38518613.0,61031932.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,-8968068.0
845,tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011,122.0,"['Drama', 'Mystery', 'Thriller']",72,"Dec 9, 2011",Tinker Tailor Soldier Spy,21000000.0,24149393.0,81452811.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,60452811.0
846,tt1341167,Four Lions,Four Lions,2010,97.0,"['Comedy', 'Crime', 'Drama']",79,"Nov 5, 2010",Four Lions,3750000.0,310007.0,2436111.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1313889.0
847,tt1342096,Butterfly,Butterfly,2010,90.0,"['Horror', 'Thriller']",98,"Dec 31, 2010",Butterfly,250000.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-250000.0
848,tt3919820,Butterfly,Mariposa,2015,103.0,"['Comedy', 'Drama', 'Romance']",98,"Dec 31, 2010",Butterfly,250000.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-250000.0
849,tt9121568,Butterfly,Butterfly,2018,80.0,"['Documentary', 'Sport']",98,"Dec 31, 2010",Butterfly,250000.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,-250000.0
850,tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"['Drama', 'Romance']",70,"May 10, 2013",The Great Gatsby,190000000.0,144840419.0,351040419.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,161040419.0
851,tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"['Drama', 'Romance']",100,"Mar 29, 1974",The Great Gatsby,7000000.0,26533200.0,26533200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,19533200.0
852,tt1343727,Dredd,Dredd,2012,95.0,"['Action', 'Crime', 'Sci-Fi']",15,"Sep 21, 2012",Dredd,45000000.0,13414714.0,41467606.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-3532394.0
853,tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,"['Action', 'Thriller']",11,"Jul 20, 2012",The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,809439099.0
854,tt1350546,Redemption,Redemption,2011,97.0,"['Adventure', 'Drama', 'Romance']",97,"Jun 28, 2013",Redemption,23000000.0,36686.0,13593473.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-9406527.0
855,tt1893256,Redemption,Hummingbird,2013,100.0,"['Action', 'Crime', 'Drama']",97,"Jun 28, 2013",Redemption,23000000.0,36686.0,13593473.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-9406527.0
856,tt2342496,Redemption,Redemption,2012,44.0,"['Adventure', 'Documentary', 'Sport']",97,"Jun 28, 2013",Redemption,23000000.0,36686.0,13593473.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,-9406527.0
857,tt3059814,Redemption,Redemption,2013,115.0,"['Drama', 'Music', 'Thriller']",97,"Jun 28, 2013",Redemption,23000000.0,36686.0,13593473.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-9406527.0
858,tt3104228,Redemption,Sha jie,2013,110.0,"['Family', 'Horror', 'Romance']",97,"Jun 28, 2013",Redemption,23000000.0,36686.0,13593473.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,-9406527.0
859,tt3279418,Redemption,Redemption,2013,106.0,"['Drama', 'Mystery', 'Thriller']",97,"Jun 28, 2013",Redemption,23000000.0,36686.0,13593473.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,-9406527.0
860,tt5621712,Redemption,Redemption,2019,,"['Crime', 'Drama', 'Thriller']",97,"Jun 28, 2013",Redemption,23000000.0,36686.0,13593473.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-9406527.0
861,tt8666442,Redemption,Geula,2018,104.0,['Drama'],97,"Jun 28, 2013",Redemption,23000000.0,36686.0,13593473.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-9406527.0
862,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"['Adventure', 'Fantasy']",66,"Mar 1, 2013",Jack the Giant Slayer,195000000.0,65187603.0,197687603.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2687603.0
863,tt1355630,If I Stay,If I Stay,2014,107.0,"['Drama', 'Fantasy', 'Music']",73,"Aug 22, 2014",If I Stay,11000000.0,50474843.0,78356170.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,67356170.0
864,tt1355631,The Infiltrator,The Infiltrator,2016,127.0,"['Biography', 'Crime', 'Drama']",32,"Jul 13, 2016",The Infiltrator,47500000.0,15436808.0,20718104.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-26781896.0
865,tt1355644,Passengers,Passengers,2016,116.0,"['Drama', 'Romance', 'Sci-Fi']",28,"Dec 21, 2016",Passengers,110000000.0,100014699.0,302239672.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,192239672.0
866,tt1355683,Black Mass,Black Mass,2015,123.0,"['Biography', 'Crime', 'Drama']",59,"Sep 18, 2015",Black Mass,53000000.0,62575678.0,98837872.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,45837872.0
867,tt1360826,Rust,Rust,2010,95.0,['Drama'],93,"Oct 5, 2010",Rust,250000.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-250000.0
868,tt1833781,Rust,Ruggine,2011,109.0,['Drama'],93,"Oct 5, 2010",Rust,250000.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-250000.0
869,tt3490320,Rust,Rust,2015,75.0,"['Horror', 'Thriller']",93,"Oct 5, 2010",Rust,250000.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-250000.0
870,tt4696758,Rust,Rust,2015,10.0,['Documentary'],93,"Oct 5, 2010",Rust,250000.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-250000.0
871,tt7467324,Rust,Ferrugem,2018,100.0,['Drama'],93,"Oct 5, 2010",Rust,250000.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-250000.0
872,tt1361313,The Extra Man,The Extra Man,2010,108.0,['Comedy'],53,"Jul 30, 2010",The Extra Man,7000000.0,453377.0,492108.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-6507892.0
873,tt1365519,Tomb Raider,Tomb Raider,2018,119.0,"['Action', 'Adventure', 'Fantasy']",70,"Mar 16, 2018",Tomb Raider,90000000.0,58250803.0,273477501.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,183477501.0
874,tt1366338,Lowriders,Lowriders,2016,98.0,"['Adventure', 'Crime', 'Drama']",35,"May 12, 2017",Lowriders,916000.0,6179955.0,6188421.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5272421.0
875,tt1366344,The Sitter,The Sitter,2011,81.0,['Comedy'],32,"Dec 9, 2011",The Sitter,25000000.0,30542576.0,38749404.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13749404.0
